species,inat_taxon_id,total_metadata_records,occupied_cells,cells_ge_2,cells_ge_3,max_records_in_cell,median_records_per_occupied_cell,metadata_rank
Bruguiera gymnorhiza,1361284,8,5,1,1,4,1.0,477
Cypripedium calceolus,54638,7,5,1,1,3,1.0,478
Kigelia africana,81491,7,5,1,1,3,1.0,479
Solanum mauritianum,133287,7,5,1,1,3,1.0,480
Distimake vitifolius,1520624,7,5,1,1,3,1.0,481
Couroupita guianensis,48163,6,5,1,0,2,1.0,482
Sedum acre,55734,6,5,1,0,2,1.0,483
Adoxa moschatellina,55790,6,5,1,0,2,1.0,484
Cotula coronopifolia,58812,6,5,1,0,2,1.0,485
Moneses uniflora,60376,6,5,1,0,2,1.0,486
Oxyria digyna,67591,6,5,1,0,2,1.0,487
Linnaea borealis,77780,6,5,1,0,2,1.0,488
Nymphoides peltata,78237,6,5,1,0,2,1.0,489
Centrosema pubescens,127682,6,5,1,0,2,1.0,490
Honckenya peploides,129446,6,5,1,0,2,1.0,491
Geranium sanguineum,129853,6,5,1,0,2,1.0,492
Alysicarpus vaginalis,131566,6,5,1,0,2,1.0,493
Ixora coccinea,133309,6,5,1,0,2,1.0,494
Alpinia zerumbet,154776,6,5,1,0,2,1.0,495
Datura innoxia,161639,6,5,1,0,2,1.0,496
Heliconia latispatha,163640,6,5,1,0,2,1.0,497
Lomatogonium rotatum,164758,6,5,1,0,2,1.0,498
Nymphoides indica,165759,6,5,1,0,2,1.0,499
Ruellia prostrata,168223,6,5,1,0,2,1.0,500
Senna surattensis,168854,6,5,1,0,2,1.0,501
Orthosiphon aristatus,185264,6,5,1,0,2,1.0,502
Drosera indica,191717,6,5,1,0,2,1.0,503
Wollastonia biflora,708121,6,5,1,0,2,1.0,504
Sabulina rubella,836893,6,5,1,0,2,1.0,505
Silene involucrata,168963,14,4,1,1,11,1.0,506
Astragalus agrestis,75615,13,4,1,1,10,1.0,507
Monstera deliciosa,122521,9,4,1,1,6,1.0,508
Dianthus chinensis,161763,9,4,1,1,6,1.0,509
Cassiope tetragona,153373,8,4,1,1,5,1.0,510
Maianthemum bifolium,50247,7,4,1,1,4,1.0,511
Platanthera dilatata,78623,7,4,1,1,4,1.0,512
Piper aduncum,166894,7,4,1,1,4,1.0,513
Tabebuia aurea,169520,7,4,1,1,4,1.0,514
Praxelis clematidea,326106,7,4,1,1,4,1.0,515
Strophanthus sarmentosus,340153,7,4,1,1,4,1.0,516
Bistorta plumosa,604635,7,4,1,1,4,1.0,517
Hepatica nobilis,639660,7,4,1,1,4,1.0,518
Raphanus raphanistrum,55411,6,4,1,1,3,1.0,519
Barbarea vulgaris,56126,6,4,1,1,3,1.0,520
Boerhavia coccinea,75833,6,4,1,1,3,1.0,521
Sonchus arvensis,79156,6,4,1,1,3,1.0,522
Adenium obesum,124839,6,4,1,1,3,1.0,523
Sisyrinchium montanum,127372,6,4,1,1,3,1.0,524
Euphorbia milii,162839,6,4,1,1,3,1.0,525
Pergularia daemia,347252,6,4,1,1,3,1.0,526
Scilla siberica,862704,6,4,1,1,3,1.0,527
Ligusticum scothicum,1446175,6,4,1,1,3,1.0,528
Lotus corniculatus,47435,5,4,1,0,2,1.0,529
Impatiens capensis,47888,5,4,1,0,2,1.0,530
Oenothera speciosa,48625,5,4,1,0,2,1.0,531
Carpobrotus edulis,49322,5,4,1,0,2,1.0,532
Geranium molle,53076,5,4,1,0,2,1.0,533
Heracleum maximum,53094,5,4,1,0,2,1.0,534
Myosotis sylvatica,55826,5,4,1,0,2,1.0,535
Datura stramonium,55854,5,4,1,0,2,1.0,536
Galeopsis bifida,55967,5,4,1,0,2,1.0,537
Sorbus aucuparia,56063,5,4,1,0,2,1.0,538
Hypericum perforatum,56077,5,4,1,0,2,1.0,539
Filipendula ulmaria,63134,5,4,1,0,2,1.0,540
Cassia fistula,68679,5,4,1,0,2,1.0,541
Cochlearia groenlandica,76403,5,4,1,0,2,1.0,542
Erysimum cheiranthoides,77068,5,4,1,0,2,1.0,543
Emilia sonchifolia,121287,5,4,1,0,2,1.0,544
Lathyrus vernus,126756,5,4,1,0,2,1.0,545
Viola biflora,130720,5,4,1,0,2,1.0,546
Cananga odorata,154842,5,4,1,0,2,1.0,547
Pachystachys lutea,154888,5,4,1,0,2,1.0,548
Abutilon grandifolium,157839,5,4,1,0,2,1.0,549
Achyranthes aspera,157960,5,4,1,0,2,1.0,550
Boerhavia repens,159300,5,4,1,0,2,1.0,551
Cuphea hyssopifolia,161257,5,4,1,0,2,1.0,552
Ecballium elaterium,162161,5,4,1,0,2,1.0,553
Indigofera spicata,164063,5,4,1,0,2,1.0,554
Pithecellobium dulce,166920,5,4,1,0,2,1.0,555
Pseudelephantopus spicatus,167476,5,4,1,0,2,1.0,556
Ranunculus lapponicus,167735,5,4,1,0,2,1.0,557
Stachys arvensis,169309,5,4,1,0,2,1.0,558
Tribulus cistoides,169915,5,4,1,0,2,1.0,559
Zephyranthes candida,170415,5,4,1,0,2,1.0,560
Zinnia elegans,181901,5,4,1,0,2,1.0,561
Withania somnifera,182191,5,4,1,0,2,1.0,562
Lumnitzera littorea,196656,5,4,1,0,2,1.0,563
Rhizophora apiculata,196660,5,4,1,0,2,1.0,564
Acalypha hispida,208742,5,4,1,0,2,1.0,565
Clerodendrum thomsoniae,278703,5,4,1,0,2,1.0,566
Xenostegia tridentata,348627,5,4,1,0,2,1.0,567
Osteospermum moniliferum,404420,5,4,1,0,2,1.0,568
Woodfordia fruticosa,444872,5,4,1,0,2,1.0,569
Erythranthe guttata,470643,5,4,1,0,2,1.0,570
Odontites vulgaris,481479,5,4,1,0,2,1.0,571
Phlomoides tuberosa,909773,5,4,1,0,2,1.0,572
Spiranthes australis,923031,5,4,1,0,2,1.0,573
Anemonoides ranunculoides,950596,5,4,1,0,2,1.0,574
Rabelera holostea,1024536,5,4,1,0,2,1.0,575
Vandellia diffusa,1245374,5,4,1,0,2,1.0,576
Miconia crenata,1293231,5,4,1,0,2,1.0,577
Cordia lutea,62830,23,3,1,1,21,1.0,578
Cypripedium parviflorum,50713,11,3,1,1,9,1.0,579
Stellaria longipes,79203,11,3,1,1,9,1.0,580
Sida fallax,54995,10,3,1,1,8,1.0,581
Eleusine indica,76790,10,3,1,1,8,1.0,582
Campanula giesekiana,543632,9,3,1,1,7,1.0,583
Diapensia lapponica,144183,8,3,1,1,6,1.0,584
Vachellia karroo,502780,8,3,1,1,6,1.0,585
Tulipa sylvestris,55798,7,3,1,1,5,1.0,586
Syzygium jambos,84838,7,3,1,1,5,1.0,587
Hydrangea macrophylla,122034,7,3,1,1,5,1.0,588
Veronica elliptica,738777,7,3,1,1,5,1.0,589
Syzygium malaccense,84370,6,3,1,1,4,1.0,590
Stylosanthes hamata,169424,6,3,1,1,4,1.0,591
Tabernaemontana divaricata,169521,6,3,1,1,4,1.0,592
Rubus spectabilis,47543,5,3,1,1,3,1.0,593
Cynoglossum officinale,48152,5,3,1,1,3,1.0,594
Iris versicolor,48726,5,3,1,1,3,1.0,595
Trimezia martinicensis,52397,5,3,1,1,3,1.0,596
Commelina cyanea,52930,5,3,1,1,3,1.0,597
Geranium dissectum,53075,5,3,1,1,3,1.0,598
Campanula rotundifolia,62312,5,3,1,1,3,1.0,599
Amaranthus spinosus,62917,5,3,1,1,3,1.0,600
Bituminaria bituminosa,75771,5,3,1,1,3,1.0,601
Erigeron karvinskianus,76923,5,3,1,1,3,1.0,602
Luetkea pectinata,77842,5,3,1,1,3,1.0,603
Melinis repens,77987,5,3,1,1,3,1.0,604
Solanum elaeagnifolium,79137,5,3,1,1,3,1.0,605
Pyrostegia venusta,126634,5,3,1,1,3,1.0,606
Carex bigelowii,127596,5,3,1,1,3,1.0,607
Euphorbia hyssopifolia,131561,5,3,1,1,3,1.0,608
Ageratina riparia,158112,5,3,1,1,3,1.0,609
Herbertia lahue,163683,5,3,1,1,3,1.0,610
Rhododendron groenlandicum,180413,5,3,1,1,3,1.0,611
Pulmonaria mollis,361308,5,3,1,1,3,1.0,612
Templetonia retusa,431678,5,3,1,1,3,1.0,613
Triumfetta procumbens,780869,5,3,1,1,3,1.0,614
Strobilanthes reptans,908177,5,3,1,1,3,1.0,615
Viola gmeliniana,1027201,5,3,1,1,3,1.0,616
Albizia julibrissin,47443,4,3,1,0,2,1.0,617
Heliotropium angiospermum,48895,4,3,1,0,2,1.0,618
Monotropa uniflora,49477,4,3,1,0,2,1.0,619
Sisyrinchium bellum,49918,4,3,1,0,2,1.0,620
Urtica dioica,51884,4,3,1,0,2,1.0,621
Artemisia vulgaris,52856,4,3,1,0,2,1.0,622
Solanum carolinense,52899,4,3,1,0,2,1.0,623
Claytonia perfoliata,52994,4,3,1,0,2,1.0,624
Foeniculum vulgare,53052,4,3,1,0,2,1.0,625
Lactuca serriola,53107,4,3,1,0,2,1.0,626
Maianthemum stellatum,53268,4,3,1,0,2,1.0,627
Sagina procumbens,55667,4,3,1,0,2,1.0,628
Corydalis solida,55814,4,3,1,0,2,1.0,629
Draba verna,55823,4,3,1,0,2,1.0,630
Salix caprea,55846,4,3,1,0,2,1.0,631
Lapsana communis,55981,4,3,1,0,2,1.0,632
Robinia pseudoacacia,56088,4,3,1,0,2,1.0,633
Ajuga reptans,56099,4,3,1,0,2,1.0,634
Ornithogalum umbellatum,56137,4,3,1,0,2,1.0,635
Medicago sativa,57057,4,3,1,0,2,1.0,636
Trifolium hirtum,57078,4,3,1,0,2,1.0,637
Calendula arvensis,59260,4,3,1,0,2,1.0,638
Plantago media,59779,4,3,1,0,2,1.0,639
Lepidium latifolium,60153,4,3,1,0,2,1.0,640
Rhizophora mangle,60335,4,3,1,0,2,1.0,641
Butomus umbellatus,60462,4,3,1,0,2,1.0,642
Arum maculatum,61318,4,3,1,0,2,1.0,643
Galearis rotundifolia,62258,4,3,1,0,2,1.0,644
Laguncularia racemosa,62854,4,3,1,0,2,1.0,645
Sagittaria sagittifolia,69814,4,3,1,0,2,1.0,646
Acacia mearnsii,75250,4,3,1,0,2,1.0,647
Angelica lucida,75453,4,3,1,0,2,1.0,648
Anoda cristata,75455,4,3,1,0,2,1.0,649
Bidens cernua,75765,4,3,1,0,2,1.0,650
Erigeron canadensis,76907,4,3,1,0,2,1.0,651
Oenothera stricta,78249,4,3,1,0,2,1.0,652
Moraea sisyrinchium,82936,4,3,1,0,2,1.0,653
Trifolium medium,85065,4,3,1,0,2,1.0,654
Aralia nudicaulis,119828,4,3,1,0,2,1.0,655
Dodonaea viscosa,122711,4,3,1,0,2,1.0,656
Metrosideros excelsa,122905,4,3,1,0,2,1.0,657
Paris quadrifolia,123666,4,3,1,0,2,1.0,658
Potentilla argentea,124552,4,3,1,0,2,1.0,659
Coptis trifolia,126251,4,3,1,0,2,1.0,660
Salvia misella,126484,4,3,1,0,2,1.0,661
Securigera varia,127186,4,3,1,0,2,1.0,662
Chamaecrista nictitans,131568,4,3,1,0,2,1.0,663
Sambucus cerulea,143799,4,3,1,0,2,1.0,664
Persicaria longiseta,143803,4,3,1,0,2,1.0,665
Heliconia wagneriana,154868,4,3,1,0,2,1.0,666
Neptunia plena,165686,4,3,1,0,2,1.0,667
Pentalinon luteum,166467,4,3,1,0,2,1.0,668
Spiraea salicifolia,169253,4,3,1,0,2,1.0,669
Talinum paniculatum,169540,4,3,1,0,2,1.0,670
Sonneratia caseolaris,196662,4,3,1,0,2,1.0,671
Salvadora persica,197082,4,3,1,0,2,1.0,672
Hypochaeris albiflora,202635,4,3,1,0,2,1.0,673
Funastrum clausum,277459,4,3,1,0,2,1.0,674
Psidium cattleyanum,278242,4,3,1,0,2,1.0,675
Gomphocarpus physocarpus,281273,4,3,1,0,2,1.0,676
Azadirachta indica,319135,4,3,1,0,2,1.0,677
Acacia myrtifolia,321064,4,3,1,0,2,1.0,678
Senecio vernalis,336378,4,3,1,0,2,1.0,679
Monotropastrum humile,337620,4,3,1,0,2,1.0,680
Dendrobium crumenatum,344994,4,3,1,0,2,1.0,681
Plumeria pudica,346367,4,3,1,0,2,1.0,682
Aesculus indica,367294,4,3,1,0,2,1.0,683
Clerodendrum splendens,428169,4,3,1,0,2,1.0,684
Amyema miquelii,481934,4,3,1,0,2,1.0,685
Ranunculus monophyllus,517578,4,3,1,0,2,1.0,686
Janusia guaranitica,543802,4,3,1,0,2,1.0,687
Didymoplexis micradenia,550004,4,3,1,0,2,1.0,688
Sibbaldianthe bifurca,556767,4,3,1,0,2,1.0,689
Viola abyssinica,569572,4,3,1,0,2,1.0,690
Ipomoea involucrata,587932,4,3,1,0,2,1.0,691
Leonurus quinquelobatus,603675,4,3,1,0,2,1.0,692
Pallenis spinosa,633980,4,3,1,0,2,1.0,693
Spiraea beauverdiana,885966,4,3,1,0,2,1.0,694
Pseuderanthemum maculatum,1378512,4,3,1,0,2,1.0,695
Convolvulus chinensis,858956,13,2,1,1,12,6.5,696
Urospermum picroides,59361,10,2,1,1,9,5.0,697
Olsynium biflorum,346964,10,2,1,1,9,5.0,698
Chiliotrichum diffusum,465345,10,2,1,1,9,5.0,699
Aloe ferox,124412,8,2,1,1,7,4.0,700
Salvia lavanduloides,194529,8,2,1,1,7,4.0,701
Trillium grandiflorum,55402,7,2,1,1,6,3.5,702
Dactylorhiza maculata,82159,7,2,1,1,6,3.5,703
Dryas octopetala,83541,7,2,1,1,6,3.5,704
Platanthera hyperborea,167020,7,2,1,1,6,3.5,705
Capparis zoharyi,492786,7,2,1,1,6,3.5,706
Cocos nucifera,48865,6,2,1,1,5,3.0,707
Geum rivale,55750,6,2,1,1,5,3.0,708
Malva parviflora,58202,6,2,1,1,5,3.0,709
Alchemilla alpina,85441,6,2,1,1,5,3.0,710
Arabis alpina,158472,6,2,1,1,5,3.0,711
Thymus caespititius,326746,6,2,1,1,5,3.0,712
Rubus geoides,465433,6,2,1,1,5,3.0,713
Perezia magellanica,801719,6,2,1,1,5,3.0,714
Senecio falklandicus,1458514,6,2,1,1,5,3.0,715
Trillium ovatum,49463,5,2,1,1,4,2.5,716
Barbarea orthoceras,52976,5,2,1,1,4,2.5,717
Verbascum nigrum,56164,5,2,1,1,4,2.5,718
Sisymbrium irio,58085,5,2,1,1,4,2.5,719
Rudbeckia hirta,62741,5,2,1,1,4,2.5,720
Yucca schidigera,68400,5,2,1,1,4,2.5,721
Lonicera tatarica,77836,5,2,1,1,4,2.5,722
Actinotus helianthi,83622,5,2,1,1,4,2.5,723
Acacia ulicifolia,139880,5,2,1,1,4,2.5,724
Guazuma ulmifolia,154538,5,2,1,1,4,2.5,725
Castanospermum australe,202155,5,2,1,1,4,2.5,726
Zilla spinosa,202552,5,2,1,1,4,2.5,727
Caladenia latifolia,204850,5,2,1,1,4,2.5,728
Polycalymma stuartii,324403,5,2,1,1,4,2.5,729
Oxalis polyphylla,404430,5,2,1,1,4,2.5,730
Pterostylis banksii,405408,5,2,1,1,4,2.5,731
Cyanicula sericea,416795,5,2,1,1,4,2.5,732
Calceolaria uniflora,489666,5,2,1,1,4,2.5,733
Oxalis commutata,591167,5,2,1,1,4,2.5,734
Hornstedtia scottiana,840864,5,2,1,1,4,2.5,735
Solidago cuprea,857270,5,2,1,1,4,2.5,736
Plectocephalus varians,871761,5,2,1,1,4,2.5,737
Salvia merjamie,871764,5,2,1,1,4,2.5,738
Aster altaicus,933894,5,2,1,1,4,2.5,739
Haplocarpha rueppellii,1078271,5,2,1,1,4,2.5,740
Armeria curvifolia,1138435,5,2,1,1,4,2.5,741
Spathoglottis parviflora,1401562,5,2,1,1,4,2.5,742
Solenostemma arghel,1602726,5,2,1,1,4,2.5,743
Apocynum androsaemifolium,47359,4,2,1,1,3,2.0,744
Lupinus texensis,49564,4,2,1,1,3,2.0,745
Papaver rhoeas,54404,4,2,1,1,3,2.0,746
Epacris impressa,59926,4,2,1,1,3,2.0,747
Asclepias speciosa,62292,4,2,1,1,3,2.0,748
Maianthemum canadense,67748,4,2,1,1,3,2.0,749
Allionia incarnata,75334,4,2,1,1,3,2.0,750
Cestrum parqui,76226,4,2,1,1,3,2.0,751
Opuntia polyacantha,78269,4,2,1,1,3,2.0,752
Pancratium maritimum,78334,4,2,1,1,3,2.0,753
Glossodia major,83357,4,2,1,1,3,2.0,754
Ximenia americana,83832,4,2,1,1,3,2.0,755
Hylotelephium telephium,84031,4,2,1,1,3,2.0,756
Wachendorfia paniculata,119330,4,2,1,1,3,2.0,757
Lachenalia orchioides,119372,4,2,1,1,3,2.0,758
Nuytsia floribunda,123199,4,2,1,1,3,2.0,759
Dubautia scabra,124858,4,2,1,1,3,2.0,760
Vicia sepium,127345,4,2,1,1,3,2.0,761
Packera paupercula,127945,4,2,1,1,3,2.0,762
Campanula punctata,128781,4,2,1,1,3,2.0,763
Potentilla erecta,132622,4,2,1,1,3,2.0,764
Parkia biglobosa,133528,4,2,1,1,3,2.0,765
Elythranthera brunonis,145518,4,2,1,1,3,2.0,766
Dipodium roseum,155224,4,2,1,1,3,2.0,767
Coleus barbatus,157127,4,2,1,1,3,2.0,768
Castilleja elegans,160190,4,2,1,1,3,2.0,769
Fuchsia magellanica,163112,4,2,1,1,3,2.0,770
Geocaulon lividum,163253,4,2,1,1,3,2.0,771
Kalanchoe delagoensis,164328,4,2,1,1,3,2.0,772
Oxalis hirta,165991,4,2,1,1,3,2.0,773
Parrya nudicaulis,166153,4,2,1,1,3,2.0,774
Potentilla hyparctica,167357,4,2,1,1,3,2.0,775
Salix vestita,168369,4,2,1,1,3,2.0,776
Striga asiatica,169410,4,2,1,1,3,2.0,777
Rhazya stricta,199176,4,2,1,1,3,2.0,778
Zephyranthes carinata,277345,4,2,1,1,3,2.0,779
Salvia iodantha,278922,4,2,1,1,3,2.0,780
Grevillea sericea,321123,4,2,1,1,3,2.0,781
Phyllachne colensoi,323348,4,2,1,1,3,2.0,782
Pheladenia deformis,323900,4,2,1,1,3,2.0,783
Solanum laciniatum,328092,4,2,1,1,3,2.0,784
Senecio glaucus,333949,4,2,1,1,3,2.0,785
Anaphalioides bellidioides,336322,4,2,1,1,3,2.0,786
Thonningia sanguinea,337602,4,2,1,1,3,2.0,787
Dracophyllum longifolium,366673,4,2,1,1,3,2.0,788
Dendrophthoe curvata,369481,4,2,1,1,3,2.0,789
Scaevola spinescens,421592,4,2,1,1,3,2.0,790
Dillenia alata,427513,4,2,1,1,3,2.0,791
Corydalis incisa,447077,4,2,1,1,3,2.0,792
Ribes magellanicum,465229,4,2,1,1,3,2.0,793
Tristerix corymbosus,479949,4,2,1,1,3,2.0,794
Zygophyllum qatarense,501506,4,2,1,1,3,2.0,795
Ptilotus polystachyus,511203,4,2,1,1,3,2.0,796
Spathoglottis pacifica,545038,4,2,1,1,3,2.0,797
Pasithea caerulea,557708,4,2,1,1,3,2.0,798
Pelargonium pinnatum,591654,4,2,1,1,3,2.0,799
Tarchonanthus littoralis,595129,4,2,1,1,3,2.0,800
Saxifraga magellanica,624845,4,2,1,1,3,2.0,801
Heliotropium ramosissimum,630862,4,2,1,1,3,2.0,802
Francoa appendiculata,715327,4,2,1,1,3,2.0,803
Echium horridum,769696,4,2,1,1,3,2.0,804
Heracleum dissectum,779082,4,2,1,1,3,2.0,805
Perezia linearis,801717,4,2,1,1,3,2.0,806
Calydorea xiphioides,848663,4,2,1,1,3,2.0,807
Anemonastrum villosissimum,881551,4,2,1,1,3,2.0,808
Commelina undulata,1071931,4,2,1,1,3,2.0,809
Goodenia radicans,1497018,4,2,1,1,3,2.0,810
Convolvulus althaeoides,1521906,4,2,1,1,3,2.0,811
Centaurea perrottetii,1627794,4,2,1,1,3,2.0,812
Mimosa pigra,47445,3,2,1,0,2,1.5,813
Encelia farinosa,49339,3,2,1,0,2,1.5,814
Cistanche tubulosa,49562,3,2,1,0,2,1.5,815
Malaxis monophyllos,50724,3,2,1,0,2,1.5,816
Trillium erectum,50855,3,2,1,0,2,1.5,817
Passiflora lutea,51450,3,2,1,0,2,1.5,818
Conium maculatum,52998,3,2,1,0,2,1.5,819
Vicia americana,53320,3,2,1,0,2,1.5,820
Viola adunca,53328,3,2,1,0,2,1.5,821
Melia azedarach,53720,3,2,1,0,2,1.5,822
Crepis capillaris,54050,3,2,1,0,2,1.5,823
Fuchsia boliviana,54712,3,2,1,0,2,1.5,824
Packera glabella,54921,3,2,1,0,2,1.5,825
Onobrychis viciifolia,55441,3,2,1,0,2,1.5,826
Geranium phaeum,55756,3,2,1,0,2,1.5,827
Erica cinerea,55775,3,2,1,0,2,1.5,828
Lamium maculatum,55828,3,2,1,0,2,1.5,829
Rosa canina,55884,3,2,1,0,2,1.5,830
Hieracium umbellatum,55909,3,2,1,0,2,1.5,831
Malva moschata,55977,3,2,1,0,2,1.5,832
Saponaria officinalis,56154,3,2,1,0,2,1.5,833
Aloysia gratissima,56891,3,2,1,0,2,1.5,834
Mentha arvensis,58188,3,2,1,0,2,1.5,835
Anacamptis morio,59318,3,2,1,0,2,1.5,836
Trollius europaeus,59552,3,2,1,0,2,1.5,837
Calystegia soldanella,60880,3,2,1,0,2,1.5,838
Leymus mollis,61067,3,2,1,0,2,1.5,839
Viola riviniana,61481,3,2,1,0,2,1.5,840
Mimulus ringens,62399,3,2,1,0,2,1.5,841
Lysimachia ciliata,62441,3,2,1,0,2,1.5,842
Clematis terniflora,62776,3,2,1,0,2,1.5,843
Triodanis perfoliata,64293,3,2,1,0,2,1.5,844
Dianthus armeria,64541,3,2,1,0,2,1.5,845
Plantago maritima,68543,3,2,1,0,2,1.5,846
Lannea coromandelica,68703,3,2,1,0,2,1.5,847
Oxalis acetosella,69624,3,2,1,0,2,1.5,848
Rubus trivialis,69714,3,2,1,0,2,1.5,849
Sophora chrysophylla,70036,3,2,1,0,2,1.5,850
Trifolium wormskioldii,71146,3,2,1,0,2,1.5,851
Acacia paradoxa,75251,3,2,1,0,2,1.5,852
Brassica tournefortii,75870,3,2,1,0,2,1.5,853
Buddleja saligna,75917,3,2,1,0,2,1.5,854
Campsis radicans,75995,3,2,1,0,2,1.5,855
Castilleja miniata,76148,3,2,1,0,2,1.5,856
Centaurea stoebe,76214,3,2,1,0,2,1.5,857
Cerastium beeringianum,76218,3,2,1,0,2,1.5,858
Cistus salviifolius,76365,3,2,1,0,2,1.5,859
Datura discolor,76608,3,2,1,0,2,1.5,860
Dimorphotheca fruticosa,76661,3,2,1,0,2,1.5,861
Geranium lucidum,77255,3,2,1,0,2,1.5,862
Ipheion uniflorum,77493,3,2,1,0,2,1.5,863
Malva arborea,77950,3,2,1,0,2,1.5,864
Matthiola incana,77966,3,2,1,0,2,1.5,865
Maytenus boaria,77969,3,2,1,0,2,1.5,866
Ornithopus pinnatus,78283,3,2,1,0,2,1.5,867
Pelargonium capitatum,78375,3,2,1,0,2,1.5,868
Penstemon procerus,78414,3,2,1,0,2,1.5,869
Rhodiola integrifolia,78846,3,2,1,0,2,1.5,870
Trifolium resupinatum,79429,3,2,1,0,2,1.5,871
Acacia koa,82376,3,2,1,0,2,1.5,872
Chelonanthus purpurascens,83048,3,2,1,0,2,1.5,873
Anacamptis pyramidalis,83085,3,2,1,0,2,1.5,874
Calytrix tetragona,83626,3,2,1,0,2,1.5,875
Oplopanax horridus,83914,3,2,1,0,2,1.5,876
Solanum villosum,83970,3,2,1,0,2,1.5,877
Centaurea scabiosa,84344,3,2,1,0,2,1.5,878
Campanula glomerata,84349,3,2,1,0,2,1.5,879
Hippeastrum stylosum,84591,3,2,1,0,2,1.5,880
Acanthosicyos horridus,84992,3,2,1,0,2,1.5,881
Monarda fistulosa,85320,3,2,1,0,2,1.5,882
Ilex vomitoria,119955,3,2,1,0,2,1.5,883
Malvaviscus arboreus,120942,3,2,1,0,2,1.5,884
Allium rotundum,122911,3,2,1,0,2,1.5,885
Asclepias exaltata,125386,3,2,1,0,2,1.5,886
Caltha sagittata,126392,3,2,1,0,2,1.5,887
Sophora tomentosa,127036,3,2,1,0,2,1.5,888
Chamaecrista fasciculata,127907,3,2,1,0,2,1.5,889
Salvia coccinea,128652,3,2,1,0,2,1.5,890
Hydrocotyle sibthorpioides,128684,3,2,1,0,2,1.5,891
Thalictrum pubescens,128715,3,2,1,0,2,1.5,892
Rubus pedatus,130220,3,2,1,0,2,1.5,893
Melothria pendula,131557,3,2,1,0,2,1.5,894
Geoffroea decorticans,139069,3,2,1,0,2,1.5,895
Crassocephalum rubens,147924,3,2,1,0,2,1.5,896
Tagetes lunulata,153954,3,2,1,0,2,1.5,897
Oxytropis campestris,154238,3,2,1,0,2,1.5,898
Sidastrum paniculatum,156093,3,2,1,0,2,1.5,899
Argemone glauca,158610,3,2,1,0,2,1.5,900
Barkleyanthus salicifolius,159174,3,2,1,0,2,1.5,901
Ceratotheca triloba,160359,3,2,1,0,2,1.5,902
Cissampelos pareira,160643,3,2,1,0,2,1.5,903
Claytonia arctica,160667,3,2,1,0,2,1.5,904
Crotalaria pallida,161146,3,2,1,0,2,1.5,905
Cuphea carthagenensis,161255,3,2,1,0,2,1.5,906
Erigeron bellioides,162453,3,2,1,0,2,1.5,907
Geum rossii,163276,3,2,1,0,2,1.5,908
Jaborosa integrifolia,164208,3,2,1,0,2,1.5,909
Jacquemontia tamnifolia,164215,3,2,1,0,2,1.5,910
Mecardonia procumbens,165207,3,2,1,0,2,1.5,911
Myoporum sandwicense,165596,3,2,1,0,2,1.5,912
Rorippa indica,167965,3,2,1,0,2,1.5,913
Ruellia ciliatiflora,168211,3,2,1,0,2,1.5,914
Trollius riederianus,170047,3,2,1,0,2,1.5,915
Verbascum phoeniceum,170141,3,2,1,0,2,1.5,916
Oxystelma esculentum,185151,3,2,1,0,2,1.5,917
Acanthus montanus,188926,3,2,1,0,2,1.5,918
Scorzoneroides autumnalis,204167,3,2,1,0,2,1.5,919
Medicago falcata,204355,3,2,1,0,2,1.5,920
Tabebuia rosea,209270,3,2,1,0,2,1.5,921
Cissus erosa,274185,3,2,1,0,2,1.5,922
Aechmea bromeliifolia,276440,3,2,1,0,2,1.5,923
Campuloclinium macrocephalum,280109,3,2,1,0,2,1.5,924
Limnocharis flava,283710,3,2,1,0,2,1.5,925
Cuphea racemosa,285357,3,2,1,0,2,1.5,926
Cobaea scandens,285911,3,2,1,0,2,1.5,927
Arachnothryx leucophylla,286095,3,2,1,0,2,1.5,928
Viola hirta,286612,3,2,1,0,2,1.5,929
Salvia longispicata,286995,3,2,1,0,2,1.5,930
Passiflora pallida,287170,3,2,1,0,2,1.5,931
Ruellia paniculata,291050,3,2,1,0,2,1.5,932
Handroanthus chrysanthus,291423,3,2,1,0,2,1.5,933
Cynoglossum creticum,319120,3,2,1,0,2,1.5,934
Bauera rubioides,321032,3,2,1,0,2,1.5,935
Hibbertia dentata,321044,3,2,1,0,2,1.5,936
Thelymitra antennifera,323935,3,2,1,0,2,1.5,937
Tropaeolum pentaphyllum,336163,3,2,1,0,2,1.5,938
Ixeris chinensis,344578,3,2,1,0,2,1.5,939
Freesia laxa,345417,3,2,1,0,2,1.5,940
Barringtonia acutangula,345950,3,2,1,0,2,1.5,941
Bauhinia racemosa,346365,3,2,1,0,2,1.5,942
Cynophalla flexuosa,348394,3,2,1,0,2,1.5,943
Derris trifoliata,354252,3,2,1,0,2,1.5,944
Pipturus argenteus,360351,3,2,1,0,2,1.5,945
Oxalis caprina,361074,3,2,1,0,2,1.5,946
Potentilla supina,361653,3,2,1,0,2,1.5,947
Boophone disticha,367465,3,2,1,0,2,1.5,948
Exocarpos latifolius,369463,3,2,1,0,2,1.5,949
Aster ageratoides,371636,3,2,1,0,2,1.5,950
Tapeinochilos ananassae,372051,3,2,1,0,2,1.5,951
Misodendrum punctulatum,403954,3,2,1,0,2,1.5,952
Puya chilensis,410897,3,2,1,0,2,1.5,953
Planchonella obovata,425757,3,2,1,0,2,1.5,954
