species,inat_taxon_id,first_discovery_round,n_rounds_seen,unique_discovery_observations,occupied_discovery_cells
Bellis perennis,55563,0,21,275,28
Senecio inaequidens,55607,0,21,51,10
Solanum dulcamara,55620,0,21,89,19
Erythronium albidum,55629,0,17,16,2
Cypripedium passerinum,55630,0,19,15,5
Trifolium nigrescens,55631,5,4,2,2
Orthoceras strictum,55664,0,7,5,4
Veronica persica,55666,0,21,200,35
Sagina procumbens,55667,0,11,10,8
Ornithopus perpusillus,55668,5,4,2,2
Linum bienne,55679,0,17,14,7
Trillium albidum,55697,5,6,5,1
Centaurea jacea,55713,0,21,33,8
Teucrium chamaedrys,55717,0,9,6,3
Pterocephalus lasiospermus,55720,0,9,6,1
Silene vulgaris,55721,0,21,51,19
Geranium pratense,55722,0,21,106,17
Symphytum officinale,55724,1,20,19,9
Cymbalaria muralis,55727,0,21,105,19
Lathyrus tuberosus,55729,0,21,424,14
Spergularia rubra,55730,0,19,16,9
Potentilla norvegica,55732,0,11,11,7
Chaerophyllum temulum,55733,5,6,4,2
Sedum acre,55734,0,21,30,15
Sanguisorba minor,55736,0,13,9,5
Viola tricolor,55739,0,21,102,15
Trifolium repens,55745,0,21,368,56
Veronica arvensis,55748,0,21,27,15
Veronica serpyllifolia,55749,0,21,60,26
Geum rivale,55750,0,21,39,13
Valerianella locusta,55752,3,10,6,3
Geranium platyanthum,55755,11,4,1,1
Geranium phaeum,55756,0,19,21,6
Chelidonium majus,55757,0,21,117,19
Silene dioica,55759,0,21,61,10
Viola arvensis,55760,0,21,94,18
Petasites albus,55763,0,9,6,3
Euphorbia cyparissias,55766,0,15,20,6
Claytonia sibirica,55767,0,18,21,9
Crocus angustifolius,55768,9,2,1,1
Crocus vernus,55769,3,4,2,1
Erica cinerea,55775,0,15,12,4
Erica vagans,55777,5,6,4,1
Petasites frigidus,55780,0,21,106,9
Adoxa moschatellina,55790,0,21,46,14
Luzula campestris,55795,1,2,1,1
Fritillaria meleagris,55797,1,10,12,4
Tulipa sylvestris,55798,0,21,69,8
Carpinus betulus,55801,15,2,1,1
Leucojum aestivum,55809,0,18,16,10
Prunus spinosa,55811,0,17,17,7
Corydalis solida,55814,0,21,42,5
Primula veris,55819,0,21,54,9
Rumex acetosa,55821,0,17,13,8
Draba verna,55823,0,17,24,11
Veronica filiformis,55825,0,15,9,5
Myosotis sylvatica,55826,0,21,32,13
Helleborus foetidus,55827,1,2,1,1
Lamium maculatum,55828,0,21,87,8
Cardamine hirsuta,55829,0,21,28,14
Glechoma hederacea,55830,0,21,114,18
Prunus cerasifera,55837,0,15,11,7
Cochlearia officinalis,55838,0,17,12,3
Primula elatior,55840,1,14,12,5
Helleborus niger,55841,0,5,3,1
Vinca minor,55844,0,21,90,12
Viola odorata,55845,0,21,62,15
Salix caprea,55846,0,15,12,9
Euonymus europaeus,55847,1,6,3,3
Narcissus pseudonarcissus,55848,0,9,9,6
Petasites hybridus,55850,0,11,7,6
Lamium purpureum,55851,0,21,317,18
Brunnera macrophylla,55852,7,2,1,1
Datura stramonium,55854,0,21,68,31
Cornus mas,55858,0,7,7,3
Cyclamen coum,55859,5,10,6,4
Crocus tommasinianus,55875,0,9,7,3
Lamium album,55876,0,21,177,14
Hedera helix,55882,0,13,9,6
Rosa canina,55884,0,15,19,7
Lonicera periclymenum,55885,0,19,18,4
Lunaria annua,55886,0,21,96,17
Geum urbanum,55891,0,21,31,10
Agrimonia eupatoria,55893,0,15,11,5
Agrimonia pilosa,55894,0,17,19,5
Agrimonia parviflora,55895,0,1,1,1
Hieracium umbellatum,55909,0,19,31,10
Papaver dubium,55918,0,21,47,9
Geranium robertianum,55925,0,21,281,19
Bryonia cretica,55935,3,12,8,4
Crocus speciosus,55938,0,5,3,3
Galeopsis bifida,55967,0,21,28,16
Viburnum opulus,55969,0,19,20,9
Tanacetum vulgare,55971,0,21,100,23
Frangula alnus,55972,3,12,7,6
Eupatorium cannabinum,55976,0,17,21,6
Malva moschata,55977,0,17,16,8
Galeopsis tetrahit,55979,0,11,7,4
Lapsana communis,55981,0,21,31,14
Clarkia pulchella,55992,3,4,2,1
Dipsacus fullonum,56002,0,19,24,9
Zantedeschia aethiopica,56006,0,21,72,26
Tamarix parviflora,56011,11,2,1,1
Tamarix chinensis,56013,17,2,1,1
Tamarix dioica,56014,11,2,1,1
Tamarix ramosissima,56015,0,10,7,5
Tamarix canariensis,56016,7,4,2,1
Tamarix aphylla,56017,15,4,2,2
Tamarix africana,56018,3,8,2,1
Agapanthus africanus,56019,1,4,3,2
Alchemilla mollis,56022,0,11,5,3
Arctotheca calendula,56024,0,20,55,12
Carpobrotus chilensis,56026,0,11,9,5
Narcissus tazetta,56027,0,17,12,7
Chasmanthe floribunda,56028,0,3,2,2
Alnus serrulata,56033,1,2,1,1
Kniphofia uvaria,56035,1,16,16,5
Leucanthemum vulgare,56057,0,21,141,28
Alliaria petiolata,56061,0,21,94,13
Sorbus aucuparia,56063,0,21,34,12
Ranunculus acris,56064,0,21,58,16
Galium odoratum,56065,1,12,13,9
Eschscholzia hypecoides,56071,11,2,1,1
Hypericum perforatum,56077,0,21,72,20
Robinia pseudoacacia,56088,0,21,31,18
Ajuga reptans,56099,0,21,41,11
Symphyotrichum foliaceum,56113,1,2,1,1
Capsella bursa-pastoris,56121,0,21,144,35
Barbarea vulgaris,56126,0,21,40,13
Veronica hederifolia,56129,0,17,11,8
Hyacinthoides non-scripta,56132,0,21,48,4
Quercus robur,56133,3,8,4,4
Muscari botryoides,56134,7,4,2,2
Primula vulgaris,56136,0,21,44,6
Ornithogalum umbellatum,56137,0,21,26,5
Allium ursinum,56152,0,19,23,6
Juncus effusus,56153,5,6,3,3
Saponaria officinalis,56154,0,20,38,14
Ballota nigra,56158,1,16,17,5
Valeriana officinalis,56160,0,21,19,13
Malva sylvestris,56162,0,21,62,17
Verbena officinalis,56163,0,15,17,9
Verbascum nigrum,56164,0,17,20,7
Persicaria maculosa,56166,0,17,16,12
Galinsoga quadriradiata,56170,0,21,56,24
Leonurus cardiaca,56171,0,9,6,2
Echium vulgare,56174,0,21,95,18
Monolopia gracilens,56186,0,5,3,1
Vicia hirsuta,56188,0,16,13,7
Acer campestre,56193,13,2,1,1
Aucuba japonica,56206,0,15,6,2
Tussilago farfara,56222,0,21,218,19
Caltha palustris,56224,0,21,543,34
Arnica montana,56229,5,2,1,1
Rhododendron canescens,56232,1,10,4,2
Epipactis palustris,56233,0,15,7,5
Centaurium erythraea,56236,1,20,20,13
Euphorbia helioscopia,56292,0,21,28,12
Carlina acaulis,56299,0,11,7,3
Campanula barbata,56300,0,11,6,1
Carlina acanthifolia,56303,9,2,1,1
Vaccinium vitis-idaea,56312,0,21,61,16
Asarum canadense,56325,7,4,2,1
Gentiana bavarica,56344,15,2,1,1
Gentiana calycosa,56350,0,5,5,2
Frasera speciosa,56352,1,14,9,3
Swertia perennis,56354,1,10,8,3
Chamaebatia foliolosa,56573,3,2,1,1
Dichelostemma congestum,56593,0,11,9,1
Ceanothus thyrsiflorus,56617,7,2,1,1
Epilobium tetragonum,56622,5,4,2,1
Muilla maritima,56627,3,10,6,3
Phacelia distans,56631,3,16,20,3
Daucus pusillus,56726,0,1,1,1
Ricinus communis,56739,0,21,76,39
Penstemon centranthifolius,56752,3,8,4,1
Phacelia parryi,56753,7,2,1,1
Phacelia grandiflora,56754,13,2,1,1
Castilleja foliolosa,56760,1,16,12,3
Lasthenia gracilis,56761,1,6,3,2
Camissonia strigulosa,56779,13,2,1,1
Fritillaria recurva,56787,1,6,4,1
Fritillaria lusitanica,56790,5,4,3,2
Calochortus barbatus,56792,0,15,10,3
Fritillaria biflora,56793,0,9,14,3
Lomatium californicum,56824,17,2,1,1
Lomatium dasycarpum,56825,3,8,4,2
Lomatium macrocarpum,56826,1,8,4,2
Perideridia kelloggii,56838,7,2,1,1
Sanicula bipinnatifida,56840,1,8,4,1
Sanicula laciniata,56841,19,2,1,1
Sanicula tuberosa,56842,0,3,2,1
Scandix pecten-veneris,56843,0,12,5,4
Tauschia kelloggii,56845,1,2,1,1
Torilis arvensis,56846,5,9,10,6
Asclepias fascicularis,56851,0,19,18,3
Agoseris heterophylla,56856,11,2,1,1
Symphyotrichum chilense,56861,1,6,3,1
Calycadenia multiglandulosa,56863,1,2,1,1
Centaurea calcitrapa,56865,0,15,9,5
Eranthis hyemalis,56871,0,15,18,8
Eranthis longistipitata,56873,1,10,5,1
Aloysia gratissima,56891,0,8,8,4
Hydrocotyle vulgaris,56916,1,2,1,1
Cuscuta epithymum,56933,19,2,1,1
Scilla bifolia,56934,0,21,32,5
Potentilla aurea,56935,9,2,1,1
Potentilla intermedia,56936,9,2,2,2
Grindelia camporum,56953,11,2,1,1
Hemizonia congesta,56960,0,13,11,1
Lagophylla ramosissima,56965,1,2,1,1
Madia elegans,56974,0,13,8,3
Micropus californicus,56975,13,2,1,1
Microseris douglasii,56976,11,2,1,1
Wyethia angustifolia,56987,11,4,2,1
Wyethia glabra,56988,3,2,1,1
Cryptantha flaccida,56989,13,2,1,1
Plagiobothrys nothofulvus,56990,13,4,2,2
Lobularia maritima,56992,0,21,34,18
Sisymbrium altissimum,56996,15,4,2,2
Spergula arvensis,57005,0,9,6,5
Calystegia subacaulis,57012,11,4,2,1
Cornus glabrata,57013,17,2,1,1
Euphorbia peplus,57036,0,19,28,13
Acacia verticillata,57037,1,12,9,2
Acacia retinodes,57040,17,2,1,1
Acacia pulchella,57046,1,14,9,2
Acmispon parviflorus,57048,15,2,1,1
Acmispon americanus,57049,9,4,2,2
Lupinus formosus,57054,0,1,1,1
Medicago lupulina,57056,0,21,116,38
Medicago sativa,57057,0,21,55,27
Melilotus suaveolens,57064,5,2,1,1
Melilotus indicus,57065,0,21,41,19
Melilotus officinalis,57066,0,21,104,22
Lupinus microcarpus,57069,3,11,7,2
Pickeringia montana,57071,3,8,4,1
Trifolium barbigerum,57074,0,5,3,1
Trifolium campestre,57076,1,20,35,16
Trifolium hirtum,57078,0,15,21,3
Trifolium microdon,57079,9,2,1,1
Trifolium variegatum,57080,3,6,4,2
Trifolium willdenovii,57081,0,11,10,2
Quercus berberidifolia,57082,1,2,1,1
Cicendia quadrangularis,57087,3,4,3,2
Erodium botrys,57090,0,19,30,8
Erodium moschatum,57092,0,21,44,13
Eriodictyon californicum,57095,1,14,7,1
Juncus bufonius,57107,1,8,3,3
Lepechinia calycina,57114,9,8,7,1
Mentha pulegium,57116,0,16,15,9
Stachys pycnantha,57123,3,2,1,1
Allium dichlamydeum,57124,19,2,1,1
Allium lacunosum,57125,3,2,1,1
Brodiaea coronaria,57126,11,6,4,1
Brodiaea terrestris,57128,0,9,6,1
Lilium pardalinum,57129,5,2,1,1
Lilium canadense,57131,3,2,1,1
Triteleia hyacinthina,57132,0,9,7,1
Hesperolinon micranthum,57136,13,2,1,1
Malacothamnus fasciculatus,57137,0,9,9,2
Sidalcea diploscypha,57139,0,3,2,1
Olea europaea,57140,19,2,1,1
Clarkia rubicunda,57148,0,9,6,1
Epilobium densiflorum,57149,5,2,1,1
Avena sativa,57156,17,2,1,1
Briza maxima,57157,1,16,10,8
Briza minor,57162,0,16,10,7
Bromus sterilis,57163,19,2,1,1
Danthonia californica,57165,15,2,1,1
Elymus multisetus,57167,15,2,1,1
Hordeum brachyantherum,57173,11,2,1,1
Koeleria macrantha,57183,9,2,1,1
Phleum pratense,57190,1,18,16,7
Phalaris canariensis,57191,9,2,2,2
Polypogon monspeliensis,57197,0,19,13,7
Eriogonum latifolium,57211,17,2,2,1
Rumex conglomeratus,57215,12,2,1,1
Claytonia exigua,57233,13,2,1,1
Delphinium patens,57237,1,4,2,1
Ranunculus muricatus,57240,3,8,6,5
Physocarpus capitatus,57249,1,4,2,1
Prunus ilicifolia,57250,1,8,4,2
Pyracantha coccinea,57254,5,4,2,2
Castilleja latifolia,57267,5,10,5,1
Collinsia multicolor,57270,15,4,2,1
Triphysaria pusilla,57276,5,6,3,1
Veronica americana,57277,5,16,10,3
Ailanthus altissima,57278,1,6,4,3
Parietaria judaica,57281,0,12,11,7
Centranthus ruber,57283,0,21,59,15
Plectritis macrocera,57287,0,3,2,2
Silene virginica,57291,0,17,15,2
Vicia pannonica,57307,3,2,1,1
Vicia lutea,57308,7,2,1,1
Vicia faba,57309,0,18,10,9
Vicia tetrasperma,57310,3,8,4,4
Lathyrus aphaca,57311,0,9,7,3
Vicia ludoviciana,57312,1,10,6,1
Vicia villosa,57317,0,21,35,14
Eucrypta chrysanthemifolia,57348,5,8,4,3
Nemophila parviflora,57353,11,2,1,1
Schinus molle,57354,11,5,3,2
Amorpha fruticosa,57356,0,15,12,7
Rhododendron macrophyllum,57360,17,4,2,1
Pulsatilla pratensis,57393,0,9,5,3
Erysimum franciscanum,57402,1,4,2,1
Narcissus bulbocodium,57413,1,8,5,1
Polygonatum multiflorum,57418,3,8,5,3
Linum viscosum,57421,5,2,1,1
Adonis aestivalis,57426,0,11,9,4
Legousia speculum-veneris,57427,0,3,2,2
Linaria amethystea,57433,1,8,4,1
Teucrium africanum,57434,3,6,2,2
Teucrium scorodonia,57439,9,2,1,1
Stachys palustris,57457,0,21,64,10
Geum triflorum,57460,0,21,35,5
Ophrys insectifera,57468,1,14,9,3
Cephalanthera longifolia,57470,1,14,14,8
Calystegia sepium,57481,0,21,62,24
Trichophorum alpinum,57491,11,4,2,2
Melampyrum cristatum,57494,0,17,13,5
Melampyrum nemorosum,57500,0,17,17,5
Ononis natrix,57504,0,13,8,3
Prosartes smithii,57506,5,2,1,1
Leucojum vernum,57510,1,14,12,2
Galanthus woronowii,57511,13,2,1,1
Viscum album,57512,7,2,1,1
Galanthus elwesii,57514,1,6,4,3
Galanthus plicatus,57517,11,4,1,1
Crocidium multicaule,57524,5,4,2,1
Cynara cardunculus,57563,0,16,13,7
Platanthera bifolia,57629,1,18,23,7
Dactylorhiza fuchsii,57630,0,21,46,9
Viola kitaibeliana,57634,7,8,4,2
Hyacinthoides hispanica,57635,0,9,8,3
Geranium purpureum,57643,0,21,28,9
Geranium palustre,57644,0,21,23,5
Iris pumila,57646,11,10,7,3
Euphorbia amygdaloides,57662,3,6,3,1
Plagiobothrys bracteatus,57719,5,2,1,1
Echium candicans,57723,0,15,12,2
Iris tenax,57727,3,4,2,1
Iris missouriensis,57730,7,6,3,1
Plectritis congesta,57786,0,7,4,1
Gilia capitata,57793,15,2,1,1
Oxalis articulata,57805,0,21,43,15
Sambucus racemosa,57824,0,21,38,12
Cypripedium arietinum,57844,5,4,1,1
Muscari armeniacum,57847,5,16,14,4
Nuphar lutea,57850,0,21,33,11
Fumaria capreolata,57852,0,19,32,16
Caulanthus inflatus,57853,7,2,1,1
Romanzoffia californica,57856,0,5,3,1
Veronica anagallis-aquatica,57858,0,15,23,14
Utricularia intermedia,57859,0,17,12,3
Rhynchospora alba,57862,1,4,2,2
Oxalis exilis,57865,5,9,4,3
Opuntia basilaris,57872,0,5,3,1
Hesperocallis undulata,57877,0,17,24,2
Eschscholzia minutiflora,57881,1,8,5,2
Amaranthus albus,57893,9,2,1,1
Salsola tragus,57896,1,12,6,4
Salsola kali,57897,1,4,2,2
Lomatium mohavense,57905,11,2,1,1
Asclepias erosa,57907,15,2,1,1
Ambrosia acanthicarpa,57909,13,2,1,1
Anisocoma acaulis,57910,7,4,3,1
Artemisia dracunculus,57912,0,5,4,3
Baccharis salicifolia,57913,0,17,14,5
Blennosperma nanum,57914,7,2,1,1
Xanthium strumarium,57920,0,3,2,2
Centaurea melitensis,57922,3,6,5,3
Chaenactis glabriuscula,57923,1,6,2,1
Ericameria nauseosa,57934,0,19,18,4
Ericameria linearifolia,57971,9,4,2,2
Erigeron foliosus,57972,5,4,3,3
Gnaphalium palustre,57980,19,2,2,2
Helianthus annuus,57983,0,21,49,22
Heterotheca sessiliflora,57988,1,4,2,2
Isocoma acradenia,57991,7,4,2,2
Layia glandulosa,58003,7,2,1,1
Lepidospartum squamatum,58010,7,4,2,1
Corethrogyne filaginifolia,58014,0,11,7,3
Lessingia glandulifera,58020,17,2,1,1
Malacothrix coulteri,58027,0,3,2,1
Malacothrix glabrata,58029,0,19,21,2
Monolopia lanceolata,58033,7,4,2,1
Senecio flaccidus,58036,0,5,3,2
Stephanomeria exigua,58039,3,4,2,1
Stephanomeria pauciflora,58040,0,3,2,1
Xanthium spinosum,58045,7,2,1,1
Amsinckia tessellata,58050,3,6,3,1
Amsinckia vernicosa,58051,7,2,1,1
Cryptantha barbigera,58054,1,2,1,1
Heliotropium curassavicum,58058,0,21,73,25
Plagiobothrys acanthocarpus,58062,5,2,1,1
Plagiobothrys tenellus,58066,0,1,1,1
Athysanus pusillus,58069,5,2,1,1
Caulanthus coulteri,58071,17,2,1,1
Descurainia pinnata,58072,3,8,3,3
Descurainia sophia,58074,0,19,33,12
Lepidium lasiocarpum,58083,0,5,3,1
Sisymbrium irio,58085,0,21,64,4
Sisymbrium orientale,58086,0,5,3,3
Stanleya pinnata,58087,3,6,3,1
Thysanocarpus curvipes,58088,5,2,1,1
Lonicera subspicata,58100,0,3,2,1
Herniaria hirsuta,58102,9,2,1,1
Atriplex canescens,58113,0,3,2,1
Atriplex suberecta,58123,11,4,1,1
Chenopodium album,58127,3,10,7,5
Cressa truxillensis,58133,0,3,2,2
Cucurbita foetidissima,58138,0,9,5,2
Cucurbita palmata,58139,0,5,3,2
Euphorbia polycarpa,58144,1,4,4,2
Astragalus didymocarpus,58146,17,2,1,1
Trifolium albopurpureum,58162,5,6,3,2
Trifolium depauperatum,58164,5,4,2,1
Trifolium gracilentum,58165,3,6,3,2
Trifolium fragiferum,58167,0,19,18,13
Frankenia salina,58168,7,2,2,2
Erodium brachycarpum,58171,1,8,4,2
Emmenanthe penduliflora,58173,1,14,9,3
Phacelia ciliata,58180,0,1,1,1
Phacelia fremontii,58184,1,12,6,1
Phacelia tanacetifolia,58185,0,17,11,8
Mentha arvensis,58188,0,21,22,7
Monardella breweri,58189,19,2,1,1
Salvia carduacea,58190,0,9,8,2
Mentzelia albicaulis,58195,5,6,3,2
Eremalche exilis,58199,3,2,1,1
Malva parviflora,58202,0,21,43,6
Malvella leprosa,58203,1,14,12,4
Eucalyptus tereticornis,58208,5,4,3,1
Mirabilis multiflora,58210,1,4,2,2
Forestiera pubescens,58211,7,2,1,1
Oenothera deltoides,58222,15,2,2,1
Paeonia californica,58223,0,9,6,2
Dendromecon rigida,58224,3,6,3,1
Plantago elongata,58229,0,1,1,1
Plantago ovata,58230,1,18,13,3
Platanus racemosa,58231,11,2,1,1
Eriastrum densifolium,58232,1,4,2,1
Eriastrum eremicum,58236,3,4,2,1
Gilia latiflora,58243,0,1,1,1
Navarretia atractyloides,58251,9,2,1,1
Loeseliastrum matthewsii,58254,3,8,4,1
Eriogonum angulosum,58266,15,2,1,1
Rumex hymenosepalus,58291,0,1,1,1
Claytonia parviflora,58294,5,4,2,1
Androsace elongata,58297,0,3,2,2
Punica granatum,58300,0,21,20,16
Delphinium recurvatum,58305,13,4,2,1
Myosurus minimus,58306,5,4,2,2
Rhamnus ilicifolia,58308,5,2,1,1
Koelreuteria paniculata,58320,0,7,9,5
Datura wrightii,58331,0,15,12,2
Nicotiana glauca,58334,0,21,254,31
Nicotiana quadrivalvis,58336,7,2,1,1
Bolboschoenus maritimus,58345,3,4,2,2
Juncus balticus,58347,7,4,2,2
Bloomeria crocea,58357,9,6,3,2
Calochortus clavatus,58359,1,6,3,2
Calochortus splendens,58361,0,17,19,1
Hesperoyucca whipplei,58362,1,12,10,2
Bromus tectorum,58369,3,4,2,2
Cynodon dactylon,58371,0,21,9,7
Distichlis spicata,58372,0,17,12,6
Lamarckia aurea,58379,3,10,5,5
Poa bulbosa,58382,0,17,11,4
Sorghum halepense,58387,1,10,6,5
Typha domingensis,58392,0,3,4,4
Krameria erecta,58455,7,4,2,1
Berberis thunbergii,58727,11,4,2,2
Toxicodendron rydbergii,58729,13,4,2,2
Toxicodendron radicans,58732,0,9,5,4
Malus prunifolia,58735,3,6,2,2
Rhus aromatica,58738,5,2,2,2
Prunus pumila,58742,7,4,2,2
Cornus amomum,58749,15,2,1,1
Amaranthus blitoides,58774,5,2,1,1
Amaranthus retroflexus,58776,3,10,5,5
Silene antirrhina,58780,18,2,1,1
Streptanthus glandulosus,58784,5,2,1,1
Apium graveolens,58788,20,1,1,1
Berula erecta,58790,1,2,1,1
Hydrocotyle umbellata,58792,0,13,13,7
Apocynum cannabinum,58795,1,14,9,5
Asclepias eriocarpa,58796,1,10,6,2
Artemisia biennis,58798,3,6,3,2
Blepharizonia laxa,58799,7,2,1,1
Agoseris apargioides,58801,19,2,1,1
Brickellia californica,58803,7,2,1,1
Centromadia fitchii,58804,15,4,3,1
Cotula coronopifolia,58812,0,21,43,13
Deinandra fasciculata,58819,9,4,3,1
Dittrichia graveolens,58822,5,10,7,6
Euthamia occidentalis,58826,11,2,1,1
Pseudognaphalium biolettii,58829,7,2,1,1
Heterotheca grandiflora,58831,0,11,7,3
Iva axillaris,58837,5,2,1,1
Layia hieracioides,58838,9,2,1,1
Malacothrix clevelandii,58841,19,2,1,1
Senecio californicus,58848,9,4,2,1
Polycarpon tetraphyllum,58876,1,7,5,5
Sedum spathulifolium,58886,13,2,1,1
Arctostaphylos pungens,58892,0,17,14,3
Euphorbia maculata,58893,0,17,15,10
Glycyrrhiza lepidota,58896,0,13,10,3
Lupinus concinnus,58901,3,8,4,2
Lupinus hirsutissimus,58902,1,2,1,1
Lupinus truncatus,58906,1,4,2,1
Melilotus albus,58907,0,21,110,34
Trifolium microcephalum,58911,1,8,4,3
Trifolium obtusiflorum,58912,17,2,1,1
Geranium carolinianum,58917,0,15,13,8
Phacelia malvifolia,58923,19,2,1,1
Trichostema lanatum,58931,0,9,6,3
Lythrum hyssopifolia,58934,0,11,11,7
Malacothamnus aboriginum,58938,3,4,2,1
Clarkia similis,58947,0,3,2,2
Argemone munita,58950,5,4,2,1
Ehrendorferia chrysantha,58952,7,6,4,1
Eschscholzia caespitosa,58954,3,4,2,1
Papaver californicum,58958,17,2,1,1
Plantago coronopus,58960,0,20,10,5
Plantago major,58961,0,21,43,25
Leptosiphon parviflorus,58965,1,8,4,2
Navarretia hamata,58968,17,2,1,1
Leptosiphon androsaceus,58969,3,4,2,1
Montia fontana,58990,0,21,2,2
Portulaca oleracea,58991,0,21,84,45
Clematis ligusticifolia,58996,1,4,2,1
Galium murale,59005,3,4,2,1
Galium humifusum,59007,0,13,5,3
Collinsia parviflora,59013,0,5,3,3
Limosella aquatica,59016,0,5,3,3
Verbascum blattaria,59028,5,11,8,7
Verbascum thapsus,59029,0,21,38,18
Nicotiana attenuata,59034,9,4,2,2
Solanum americanum,59035,0,21,72,27
Phyla nodiflora,59040,0,21,103,29
Phyla lanceolata,59042,9,4,2,2
Carex serratodens,59050,1,2,1,1
Cyperus difformis,59051,1,6,3,1
Cyperus eragrostis,59055,3,6,3,3
Scirpus microcarpus,59068,0,15,9,1
Schoenoplectus pungens,59072,0,12,4,1
Allium cratericola,59078,9,4,2,1
Toxicoscordion venenosum,59087,5,6,3,2
Potamogeton nodosus,59108,0,1,1,1
Schoenoplectus acutus,59205,3,4,2,1
Bromus rubens,59210,3,2,1,1
Eriogonum wrightii,59243,0,11,6,2
Allium schoenoprasum,59254,0,15,14,10
Bellevalia romana,59255,1,2,1,1
Ajuga chamaepitys,59259,1,10,5,3
Calendula arvensis,59260,0,21,48,8
Lotus ornithopodioides,59262,0,3,2,2
Lathyrus cicera,59264,15,4,2,1
Cerinthe major,59265,1,6,3,2
Anemone hortensis,59267,0,11,7,1
Coronilla scorpioides,59268,5,4,2,1
Misopates orontium,59270,3,16,14,6
Potentilla micrantha,59272,3,6,5,3
Asperula arvensis,59279,11,4,2,2
Cyclamen repandum,59293,0,5,3,1
Ranunculus sceleratus,59301,0,21,34,18
Orchis italica,59315,7,10,5,2
Anacamptis laxiflora,59317,3,4,2,2
Anacamptis morio,59318,0,21,25,4
Anacamptis papilionacea,59320,5,6,3,2
Orchis purpurea,59321,0,19,18,5
Orchis anthropophora,59322,3,6,6,2
Ophrys tenthredinifera,59335,7,4,2,1
Ophrys bombyliflora,59336,13,2,1,1
Ophrys lutea,59339,0,13,10,3
Urospermum dalechampii,59343,5,4,2,1
Urospermum picroides,59361,0,21,53,8
Trifolium stellatum,59417,3,10,5,3
Calochortus amabilis,59446,9,8,4,1
Eremalche rotundifolia,59454,0,5,5,2
Eriogonum inflatum,59459,3,6,4,1
Astragalus lentiginosus,59501,7,6,3,1
Erythronium oregonum,59520,0,7,5,1
Xerophyllum tenax,59524,1,4,2,1
Lupinus polyphyllus,59549,0,21,64,17
Trollius europaeus,59552,0,19,23,5
Cercis occidentalis,59556,7,2,1,1
Ipomoea tricolor,59561,0,9,5,4
Arctium minus,59570,0,17,14,11
Lilium parvum,59584,0,7,6,2
Astragalus purshii,59613,19,2,1,1
Astragalus palmeri,59621,5,2,1,1
Gilia stellata,59658,0,3,2,1
Erigeron divergens,59752,0,3,2,2
Erigeron pulchellus,59753,0,15,13,2
Mertensia virginica,59771,0,19,40,2
Lonicera morrowii,59773,11,2,1,1
Pastinaca sativa,59778,0,21,38,14
Plantago media,59779,0,21,45,11
Pedicularis groenlandica,59780,0,21,34,6
Allium acuminatum,59782,9,8,5,2
Allium serra,59784,3,8,4,1
Scutellaria siphocampyloides,59792,13,2,1,1
Orobanche crenata,59810,1,4,2,2
Delphinium decorum,59812,19,2,1,1
Melissa officinalis,59901,1,6,6,5
Glebionis coronaria,59904,0,21,30,11
Helianthella californica,59922,7,4,2,1
Lithospermum incisum,59924,0,11,11,4
Epacris impressa,59926,0,21,45,2
Bedfordia arborescens,59927,1,2,1,1
Trachystemon orientalis,59933,5,6,3,3
Romulea columnae,59938,1,4,2,1
Romulea bulbocodium,59940,7,8,4,2
Libertia chilensis,59941,1,16,11,1
Iris sibirica,59943,5,8,4,2
Gladiolus communis,59946,13,2,1,1
Dichelostemma volubile,59971,17,2,1,1
Delphinium hesperium,59977,7,2,1,1
Sambucus ebulus,59979,5,6,3,2
Conopholis americana,59980,0,3,2,2
Phacelia hastata,59982,3,6,5,1
Conopholis alpina,59983,0,11,10,4
Monotropa hypopitys,59986,0,13,13,8
Comandra umbellata,59991,0,17,16,5
Silene hookeri,59995,9,2,1,1
Dianthus acicularis,59999,7,8,6,2
Dianthus sylvestris,60006,0,1,1,1
Dianthus barbatus,60015,1,12,8,5
Petrorhagia saxifraga,60017,17,4,2,1
Petrorhagia prolifera,60020,9,6,4,3
Orobanche gracilis,60027,3,4,2,1
Orobanche minor,60029,0,19,17,8
Orobanche alba,60031,15,2,1,1
Melampyrum pratense,60076,0,19,16,5
Lathraea clandestina,60082,1,16,10,3
Rhinanthus glacialis,60083,13,4,2,1
Ruschia caroli,60098,18,2,1,1
Oscularia deltoides,60102,9,2,1,1
Lampranthus aureus,60105,13,2,1,1
Drosanthemum floribundum,60107,0,11,7,3
