species,inat_taxon_id,first_v2_round,n_v2_rounds_seen,unique_v2_observations,occupied_v2_cells
Brillantaisia madagascariensis,475664,3,5,2,2
Crotalaria grahamiana,475684,9,1,1,1
Medinilla sedifolia,475686,2,4,2,1
Acer ukurunduense,475869,5,6,6,2
Melampyrum roseum,475871,2,2,3,1
Chrysanthemum zawadzkii,475872,2,6,7,3
Biophytum albizzioides,476023,3,3,1,1
Ixeris japonica,476054,4,6,4,3
Tritonia laxifolia,476098,1,6,9,2
Halleria elliptica,476150,6,2,2,2
Echinops adenocaulos,476188,1,5,5,1
Cyphostemma sakalavense,478473,5,3,1,1
Alopecurus japonicus,478520,13,1,1,1
Cypella herbertii,479047,4,9,19,2
Pombalia calceolaria,479069,1,9,10,4
Stereospermum variabile,479277,5,3,1,1
Eriosema psoraleoides,479401,8,1,1,1
Tabernaemontana undulata,479406,5,3,3,1
Handroanthus serratifolius,479408,1,13,17,6
Pancratium illyricum,479418,5,1,1,1
Torenia thouarsii,479455,16,1,1,1
Erythrina falcata,479632,4,2,3,2
Tadehagi triquetrum,479679,2,3,4,1
Alphitonia neocaledonica,479753,6,3,1,1
Pectis brevipedunculata,479771,2,1,1,1
Crepidiastrum sonchifolium,479773,1,10,44,2
Micromyrtus ciliata,479890,1,2,2,1
Tristerix corymbosus,479949,4,12,22,2
Tabernaemontana catharinensis,479950,3,5,6,3
Mascagnia brevifolia,479951,6,1,1,1
Ixora cremixora,479959,3,3,1,1
Euphorbia regis-jubae,479962,7,4,11,1
Pseuderanthemum graciliflorum,479993,3,5,3,2
Phaleria clerodendron,480046,2,7,8,1
Clerodendrum calamitosum,480110,7,3,1,1
Thunbergia cyanea,480192,6,3,1,1
Cordylostigma virgatum,480195,3,2,2,1
Sphenotoma capitata,480233,19,1,1,1
Sphenotoma gracilis,480235,4,4,5,1
Oligarrhena micrantha,480243,4,3,3,2
Verticordia chrysantha,480244,3,1,1,1
Crepidiastrum denticulatum,480254,2,11,8,4
Swainsona stipularis,480268,1,2,2,1
Senecio subulatus,480270,5,4,4,2
Mulguraea aspera,480300,3,2,2,2
Acacia willdenowiana,480306,7,1,1,1
Junellia juniperina,480308,2,4,4,1
Centaurea uniflora,480315,6,1,1,1
Junellia seriphioides,480386,11,4,4,2
Achillea collina,480433,12,1,1,1
Sinningia sellovii,480529,6,2,3,1
Philodendron squamiferum,480544,12,1,1,1
Osbeckia stellata,480632,4,2,2,2
Calycera crassifolia,480702,4,6,8,1
Saxifraga caesia,480739,5,2,2,1
Trixis praestans,481153,4,2,3,2
Turnera sidoides,481156,3,8,10,3
Dactylorhiza insularis,481160,6,4,5,1
Limonium cancellatum,481182,9,1,1,1
Etlingera coccinea,481267,1,4,3,1
Goodenia amplexans,481344,4,6,8,2
Maireana brevifolia,481346,2,4,5,2
Scaevola crassifolia,481347,2,13,31,4
Vittadinia blackii,481355,5,1,1,1
Acacia cupularis,481357,20,1,1,1
Odontites vulgaris,481479,1,16,43,10
Calacanthus grandiflorus,481516,12,1,1,1
Nama jamaicensis,481559,11,2,2,2
Nitraria billardierei,481614,5,6,7,2
Teucrium racemosum,481615,3,5,5,3
Xanthorrhoea semiplana,481616,1,6,8,1
Cullen australasicum,481619,3,3,4,2
Eremophila longifolia,481620,1,10,18,3
Anacyclus pyrethrum,481626,11,3,3,1
Cymbidium suave,481665,10,3,5,2
Peucedanum oreoselinum,481760,15,1,1,1
Boronia microphylla,481766,4,7,7,1
Dalechampia caperonioides,481785,2,4,8,1
Palicourea coriacea,481789,5,1,1,1
Mandevilla illustris,481792,11,2,2,1
Camarea ericoides,481794,15,2,2,1
Camarea sericea,481802,12,1,2,1
Macairea radula,481803,9,1,1,1
Wunderlichia mirabilis,481805,9,2,2,1
Sisyrinchium bermudiana,481818,1,5,6,1
Allocasuarina muelleriana,481898,1,1,1,1
Viola dacica,481900,11,1,1,1
Gomphocarpus cancellatus,481919,2,7,8,3
Lysiana exocarpi,481922,2,17,114,5
Amyema miquelii,481934,2,15,85,8
Wahlenbergia luteola,481935,11,2,2,2
Calostemma purpureum,481936,9,5,13,2
Acacia rupicola,481938,8,1,1,1
Iris humilis,481948,1,4,6,3
Iris pontica,481949,6,1,1,1
Triticum dicoccoides,482027,20,1,1,1
Cyclolepis genistoides,482060,3,1,1,1
Dioscorea humifusa,482077,12,1,2,2
Carex uncinata,482089,3,1,1,1
Cuscuta lupuliformis,482287,4,1,2,1
Lilium chalcedonicum,482293,16,1,1,1
Helichrysum obconicum,482356,5,3,6,1
Tiedemannia filiformis,482408,17,1,1,1
Eulophia ramosa,482647,6,6,3,2
Epistephium sclerophyllum,482716,13,1,1,1
Solanum paludosum,482718,2,7,9,2
Anchusa variegata,482721,18,1,1,1
Muscari parviflorum,482726,20,1,1,1
Muscari pulchellum,482728,8,1,1,1
Crocus alatavicus,482768,2,12,38,1
Crocus korolkowii,482769,5,2,4,1
Centaurea hyalolepis,482803,5,2,3,1
Crocus scharojanii,482817,7,1,1,1
Calotis hispidula,482823,2,2,2,1
Libertia sessiliflora,482837,9,5,12,2
Iris tuberosa,482838,8,2,2,1
Bromelia balansae,482839,1,8,11,2
Scilla hyacinthoides,482848,6,1,1,1
Cyclamen creticum,482864,5,2,2,1
Cyclamen rohlfsianum,482872,13,1,2,1
Gymnospermium alberti,482875,7,5,5,1
Tecophilaea violiflora,482883,1,5,13,1
Lapiedra martinezii,482888,14,1,1,1
Tillandsia lorentziana,482895,7,3,3,2
Eucomis schijffii,482902,3,1,1,1
Tephroseris kirilowii,482934,10,2,2,1
Asparagus schoberioides,482942,10,1,1,1
Lathyrus quinquenervius,482953,6,1,1,1
Amana edulis,483080,4,5,8,3
Ornithogalum divergens,483101,9,1,1,1
Arenaria biflora,483118,12,1,2,1
Astrantia minor,483171,8,6,8,1
Viola collina,483180,3,6,14,4
Viola ambigua,483181,6,2,2,2
Viola mirabilis,483183,2,12,29,4
Viola sieheana,483186,18,1,1,1
Viola diversifolia,483188,20,1,1,1
Viola dubyana,483198,17,1,1,1
Viola declinata,483199,11,1,1,1
Viola bubanii,483201,7,2,2,1
Phyteuma globulariifolium,483205,17,1,1,1
Delphinium peregrinum,483215,8,2,3,1
Cardamine leucantha,483423,10,2,3,1
Drosera ordensis,483429,8,4,7,1
Pfaffia glomerata,483529,1,1,1,1
Eriosema procumbens,483558,5,3,1,1
Eriaxis rigida,483702,6,3,2,1
Mesembryanthemum theurkauffii,483713,3,1,1,1
Globimetula mweroensis,483731,4,7,11,1
Anaphalis contorta,483940,4,1,1,1
Ariopsis peltata,483979,8,1,1,1
Arisaema consanguineum,483983,3,5,7,3
Artemisia nilagirica,483984,8,1,1,1
Arundinella setosa,484005,1,1,1,1
Asparagus racemosus,484006,10,1,1,1
Baccharis notosergila,484056,5,2,6,2
Sapium haematospermum,484057,2,4,4,2
Cymbidium lowianum,484123,5,1,1,1
Anthosachne scabra,484160,20,1,1,1
Carex fuliginosa,484228,8,1,1,1
Cymbidium hookerianum,484261,11,1,1,1
Ismelia carinata,484302,4,2,2,1
Dendrobium unicum,484408,1,1,1,1
Ceratocephala falcata,484673,11,2,2,1
Roemeria hybrida,484674,5,4,4,2
Matthiola tricuspidata,484679,5,2,2,1
Onobrychis caput-galli,484680,16,1,1,1
Acacia simplex,484689,2,7,2,1
Santolina africana,484727,11,1,1,1
Campanula acutiloba,484739,17,1,1,1
Campanula stevenii,484742,3,8,12,4
Campanula aristata,484748,15,1,1,1
Campanula arvatica,484749,3,5,9,1
Campanula bayerniana,484751,14,1,1,1
Miconia squamulosa,484775,4,1,1,1
Deutzia pulchra,484809,1,3,3,1
Crassula thunbergiana,484811,15,1,1,1
Crassula setulosa,484813,2,3,3,1
Genista umbellata,484814,17,1,1,1
Proustia cuneifolia,484839,2,5,15,2
Silene gigantea,484860,2,1,1,1
Silene chlorantha,484872,15,1,1,1
Silene multiflora,484874,16,1,1,1
Silene viscosa,484875,1,6,7,3
Silene tatarica,484883,2,4,6,2
Silene wolgensis,484892,4,4,4,2
Silene procumbens,484916,3,3,7,2
Viburnum treleasei,484935,1,14,13,1
Zanthoxylum avicennae,484955,5,2,4,1
Commelina madagascarica,484965,1,5,5,1
Hesperis tristis,484978,11,1,1,1
Hesperis sibirica,484984,1,12,12,5
Cirsium ciliatum,485092,7,1,1,1
Ficaria ficarioides,485100,20,1,1,1
Soldanella hungarica,485112,14,1,1,1
Lysimachia atropurpurea,485117,18,1,1,1
Aster baccharoides,485134,3,3,3,1
Billbergia nutans,485181,1,9,18,1
Teucrium lucidum,485186,19,1,1,1
Silene coronaria,485191,1,11,18,9
Eucalyptus leptophylla,485210,6,1,1,1
Cyperus niveus,485225,8,1,1,1
Isopogon ceratophyllus,485275,3,7,10,2
Guibourtia coleosperma,485445,16,1,1,1
Digitaria sericea,485454,1,1,1,1
Euphorbia mellifera,485518,5,5,6,1
Lagoecia cuminoides,485615,8,2,2,1
Chaerophyllum nodosum,485620,14,2,3,1
Chaerophyllum aromaticum,485621,6,3,2,2
Luzula pediformis,485632,18,1,1,1
Asphodeline taurica,485656,10,1,1,1
Eremurus spectabilis,485663,8,1,1,1
Hyacinthella leucophaea,485728,8,2,2,1
Vaccinium arctostaphylos,485738,4,1,1,1
Blackstonia acuminata,485745,6,2,2,1
Centaurium maritimum,485760,2,1,1,1
Lomatogonium carinthiacum,485761,2,4,4,2
Chaenorhinum glareosum,485780,11,1,1,1
Chaenorhinum litorale,485792,8,1,1,1
Thalictrum lucidum,485803,2,5,6,3
Thesium alpinum,485810,20,1,1,1
Thesium ebracteatum,485811,10,1,1,1
Gypsophila fastigiata,485823,4,2,2,2
Corydalis capnoides,485824,5,1,1,1
Cerinthe retorta,485872,3,1,1,1
Echium angustifolium,485873,1,17,42,2
Arum creticum,485891,5,1,3,1
Digitalis viridiflora,485896,12,1,1,1
Centranthus angustifolius,485898,19,1,1,1
Oxalis griffithii,485923,3,2,2,2
Oxalis leucolepis,485925,1,3,3,2
Oxalis obtriangulata,485926,3,2,3,1
Seseli annuum,485935,16,1,1,1
Ptychotis saxifraga,485942,8,1,1,1
Peucedanum alsaticum,485948,13,2,2,1
Laser trilobum,485951,1,1,2,1
Iris dichotoma,485953,1,6,6,3
Saxifraga bryoides,486033,5,5,6,1
Saxifraga androsacea,486045,2,2,3,1
Saxifraga sedoides,486047,9,1,1,1
Tristemma mauritianum,486077,3,12,8,4
Dianthus capitatus,486107,17,1,1,1
Dianthus giganteus,486117,13,1,1,1
Dianthus polymorphus,486126,18,1,1,1
Dianthus borbasii,486133,3,5,9,3
Dianthus collinus,486143,1,1,1,1
Dianthus callizonus,486155,13,1,1,1
Dianthus glacialis,486156,2,2,2,1
Dianthus pavonius,486159,7,1,1,1
Dianthus pungens,486169,7,1,1,1
Dianthus pyrenaicus,486182,5,1,1,1
Dianthus legionensis,486188,3,1,1,1
Dianthus longicalyx,486210,3,6,8,3
Dianthus tripunctatus,486249,8,1,1,1
Lobelia nummularia,486255,1,8,7,4
Homogyne discolor,486303,19,1,2,1
Bassia prostrata,486304,10,1,1,1
Buglossoides tenuiflora,486305,17,2,2,2
Viola uliginosa,486318,3,1,2,2
Viola crassiuscula,486326,16,1,1,1
Viola fragrans,486330,6,1,1,1
Viola oreades,486345,11,2,2,1
Viola montcaunica,486352,2,1,1,1
Viola occulta,486370,7,1,1,1
Incarvillea compacta,486409,1,2,8,3
Incarvillea sinensis,486412,1,4,5,1
Lilium monadelphum,486420,12,2,2,1
Lilium nepalense,486421,16,1,2,1
Rumex thyrsiflorus,486474,2,5,8,4
Schinus areira,486531,6,4,4,4
Toxicodendron orientale,486549,1,6,4,2
Barleria crassa,486550,10,2,2,1
Strophanthus welwitschii,486555,1,2,2,1
Gymnospermium altaicum,486598,2,5,6,2
Corydalis nobilis,486599,6,1,1,1
Corydalis angustifolia,486604,9,1,1,1
Corydalis bracteata,486605,8,9,21,2
Tulipa montana,486648,7,2,2,1
Palicourea croceoides,486655,1,7,8,3
Geranium rivulare,486827,8,1,1,1
Geranium subcaulescens,486918,1,2,3,1
Geranium subargenteum,486919,2,7,11,1
Geranium albiflorum,486923,12,2,2,2
Geranium linearilobum,486928,15,3,4,2
Geranium collinum,486931,1,6,10,4
Geranium divaricatum,486932,2,5,8,2
Geranium bohemicum,486933,17,1,1,1
Geranium lanuginosum,486934,6,1,1,1
Geranium pulchrum,486935,3,1,3,1
Hypericum irazuense,486937,9,2,2,1
Sopubia simplex,486950,8,1,1,1
Sopubia cana,486951,15,1,1,1
Sopubia eminii,486954,8,1,1,1
Primula clevelandii,486971,11,3,3,1
Ranunculus trichophyllus,486980,2,6,6,5
Plocama calabrica,487009,1,4,4,2
Centranthus lecoqii,487013,4,4,4,1
Centranthus longiflorus,487014,9,3,5,1
Dichrocephala integrifolia,487020,9,5,5,3
Dichocarpum adiantifolium,487090,10,1,1,1
Senecio pterophorus,487096,2,10,17,7
Primula hendersonii,487175,3,2,3,1
Anthemis ruthenica,487199,12,3,5,1
Linum nodiflorum,487223,5,2,2,1
Linum pubescens,487242,2,2,2,2
Linum maritimum,487243,19,1,1,1
Biophytum aeschynomenifolia,487287,6,3,1,1
Pterostylis nana,487293,1,15,95,3
Tabernaemontana coffeoides,487328,7,3,1,1
Hilleria latifolia,487332,10,2,2,1
Anthurium obtusilobum,487406,9,2,3,1
Pitcairnia brittoniana,487407,5,5,5,2
Besleria notabilis,487408,18,1,2,1
Viola capillaris,487409,17,1,1,1
Coccineorchis bracteosa,487412,13,1,1,1
Thalictrum foetidum,487460,11,1,1,1
Arenaria purpurascens,487465,1,2,2,1
Banksia baxteri,487473,4,1,1,1
Canscora diffusa,487511,5,4,3,1
Canscora perfoliata,487512,18,1,1,1
Vochysia thyrsoidea,487526,12,2,2,1
Sobralia leucoxantha,487603,16,1,1,1
Potentilla nivalis,487635,13,1,1,1
Sloanea sinensis,487694,7,1,1,1
Sobralia dichotoma,487697,6,6,9,1
Astragalus sempervirens,487704,16,1,1,1
Ononis fruticosa,487706,3,2,2,1
Turnera melochioides,487707,6,3,3,2
Onobrychis arenaria,487708,1,7,12,5
Colliguaja odorifera,487719,1,12,31,2
Teucrium flavum,487736,6,1,1,1
Scutellaria alpina,487737,3,6,8,2
Trifolium spumosum,487747,5,2,2,2
Jacobaea incana,487762,5,1,3,1
Carthamus carduncellus,487763,2,1,1,1
Lotus alpinus,487791,1,5,8,3
Carex cespitosa,487827,3,3,3,3
Hypericum lalandii,488320,1,3,4,2
Phalaenopsis pulcherrima,488434,6,5,3,2
Caiophora chuquitensis,488444,3,4,8,2
Erica abietina,488466,15,1,2,1
Tillandsia didisticha,488468,1,9,12,3
Heliconia aemygdiana,488476,1,2,2,2
Commiphora marlothii,488493,19,1,1,1
Prospero autumnale,488542,1,10,29,4
Gentiana occidentalis,488648,3,3,3,1
Hypochaeris uniflora,488694,6,1,1,1
Orbea verrucosa,488710,3,1,1,1
Alstonia muelleriana,488753,8,3,4,1
Cakile arctica,488783,2,9,8,1
Calamagrostis arundinacea,488787,14,1,1,1
Senecio nemorensis,488805,1,5,9,3
Galium normanii,488806,9,2,3,1
Cardamine glanduligera,488807,8,2,2,1
Melicope rubra,488825,6,4,5,2
Chenopodium petiolare,488893,8,1,1,1
Santalum acuminatum,488895,2,3,3,2
Phylloctenium bernieri,488914,5,3,1,1
Tanaecium pyramidatum,489069,20,1,1,1
Anemone decapetala,489105,1,6,9,3
Pitraea cuneato-ovata,489261,19,1,1,1
Leucosidea sericea,489282,1,3,3,1
Condea emoryi,489286,19,1,1,1
Apodytes dimidiata,489301,6,2,3,2
Wrightia tinctoria,489308,1,6,10,3
Lagerstroemia parviflora,489309,12,2,2,2
Dalbergia lanceolaria,489314,11,1,1,1
Gardenia resinifera,489316,4,3,4,1
Suaeda aegyptiaca,489397,13,1,2,1
Launaea capitata,489402,8,1,1,1
Dyerophytum indicum,489408,2,2,1,1
Cleome rupicola,489409,2,4,3,1
Ochradenus arabicus,489415,2,5,9,1
Leucas inflata,489416,14,1,1,1
Convolvulus virgatus,489417,2,7,11,1
Pulicaria edmondsonii,489418,12,1,1,1
Haplophyllum tuberculatum,489421,1,9,21,1
Chrozophora oblongifolia,489423,11,1,2,1
Ochradenus aucheri,489424,11,2,3,1
Lupinus pilosus,489458,1,6,6,2
Ursinia cakilefolia,489478,6,2,3,1
Berberis ilicifolia,489502,3,6,5,1
Mitchella undulata,489540,5,2,2,1
Hibiscus pedunculatus,489547,3,13,18,2
Hibiscus brachysiphonius,489548,7,1,1,1
Hibiscus krichauffianus,489549,16,1,1,1
Daphne sericea,489556,1,1,1,1
Vachellia tortilis,489563,14,1,1,1
Isatis lusitanica,489596,2,3,5,1
Ornithogalum collinum,489622,3,1,1,1
Tricliceras glanduliferum,489664,1,1,1,1
Calceolaria uniflora,489666,1,17,20,2
Grindelia chiloensis,489760,2,7,8,2
Plocama aucheri,489766,6,2,2,1
Heliotropium calcareum,489767,14,1,1,1
Arnebia hispidissima,489768,1,7,13,2
Morettia parviflora,489770,8,2,2,1
Polycarpaea repens,489771,5,2,2,1
Oenothera rubricaulis,489776,11,4,4,3
Eupomatia bennettii,489781,1,1,1,1
Coccinia rehmannii,489787,4,1,1,1
Salvia hierosolymitana,489788,2,6,7,1
Cyperus brevifolius,489795,6,4,4,3
Lycium mascarenense,489844,2,4,1,1
Leptocarydion vulpiastrum,489852,16,1,1,1
Exacum oldenlandioides,489857,20,1,1,1
Bellevalia flexuosa,489867,2,4,6,1
Guzmania sprucei,489916,13,1,1,1
Dendrosenecio keniensis,489940,14,1,1,1
Eulophia petersii,489945,7,2,4,3
Ornithogalum pyramidale,489989,4,4,4,2
Tribulus pentandrus,490034,1,6,6,1
Anastatica hierochuntica,490035,2,4,5,2
Aspasia principissa,490087,5,3,4,1
Gongora pleiochroma,490104,3,1,1,1
Cyperus corymbosus,490159,20,1,1,1
Freesia sparrmanii,490359,14,1,1,1
Malva subovata,490378,6,3,3,3
Malva setigera,490380,1,2,3,2
Limonium pectinatum,490494,5,3,3,1
Papaver commutatum,490501,18,1,1,1
Sesamoides interrupta,490530,12,2,2,1
Krigia virginica,490542,3,2,1,1
Perezia recurvata,490592,1,12,21,2
Ledebouria revoluta,490656,4,7,7,2
Ledebouria ovatifolia,490657,10,1,2,1
Gladiolus elliotii,490659,2,1,1,1
Ledebouria sandersonii,490660,10,1,2,1
Lannea edulis,490675,3,2,2,1
Blepharis subvolubilis,490717,9,1,1,1
Cardamine resedifolia,490731,8,2,2,1
Columnea calotricha,490753,3,1,1,1
Miconia tonduzii,490757,20,1,1,1
Searsia pondoensis,490779,8,1,1,1
Justicia anagalloides,490796,10,2,2,2
Huernia hystrix,490835,10,2,2,1
Euphorbia hamata,490839,7,3,3,1
Salvia fruticosa,490847,2,4,4,2
Calceolaria dentata,490870,2,4,4,1
Weinmannia trichosperma,490876,4,3,4,1
Rhaphithamnus spinosus,490877,7,5,8,2
Lomatia hirsuta,490878,2,9,16,2
Maytenus disticha,490879,3,4,3,2
Gevuina avellana,490916,1,6,11,1
Fuchsia lycioides,490920,8,5,12,1
Adesmia emarginata,490926,2,2,2,1
Floscopa robusta,490986,4,1,1,1
Stachyurus himalaicus,490991,10,2,3,1
Mucuna birdwoodiana,491065,6,4,7,1
Grevillea victoriae,491074,4,1,1,1
Byttneria voulily,491077,7,3,2,1
Sciaphila albescens,491103,11,2,4,2
Sciaphila oligantha,491113,10,1,1,1
Sciaphila schwackeana,491124,8,1,1,1
Sciaphila purpurea,491126,2,3,3,2
Pulicaria glutinosa,491147,8,2,2,1
Argyrolobium roseum,491148,8,1,1,1
Drymonia macrophylla,491160,6,1,1,1
Pavonia senegalensis,491251,12,2,2,2
Heliotropium ciliatum,491252,19,1,1,1
Sonchus acaulis,491253,4,5,6,1
Reseda aucheri,491257,9,2,5,1
Viola philippica,491262,3,4,7,2
Viola mongolica,491263,3,1,2,1
Brunfelsia uniflora,491268,12,2,2,1
Corydalis turtschaninovii,491319,17,1,2,1
Oldenlandia consanguinea,491334,3,2,2,1
Rosa corymbifera,491355,18,1,1,1
Aechmea aquilega,491388,1,5,7,3
Notothixos subaureus,491427,2,5,7,1
Codon schenckii,491454,20,1,1,1
Pulsatilla chinensis,491582,2,12,28,3
Ruschia macowanii,491674,7,1,1,1
Allium polyanthum,491849,14,2,4,1
Columnea dielsii,491896,13,1,1,1
Wahlenbergia ceracea,491965,2,3,3,1
Cichorium pumilum,492060,20,1,1,1
Alcea setosa,492061,1,5,5,1
Azara dentata,492086,6,4,4,2
Picnomon acarna,492089,1,1,1,1
Lomelosia prolifera,492099,2,3,3,1
Salvia dominica,492100,17,1,1,1
Fritillaria persica,492101,15,1,1,1
Geropogon hybridus,492104,1,2,2,2
Salvia indica,492106,2,2,2,2
Trifolium clypeatum,492107,3,2,3,1
Euphorbia hierosolymitana,492121,2,5,17,1
Dipodium pardalinum,492231,13,2,2,1
Carex pilosa,492233,5,3,3,3
Carex alopecuroides,492237,5,2,2,1
Salvia gesneriiflora,492247,2,14,25,3
Ajuga multiflora,492294,4,1,1,1
Philesia magellanica,492337,1,10,17,2
Morella serrata,492352,14,2,2,1
Cerastium carinthiacum,492354,4,1,1,1
Helmholtzia glaberrima,492367,8,2,2,1
Amyema pendula,492560,1,10,11,3
Coronidium oxylepis,492584,6,1,1,1
Tribulus zeyheri,492617,5,3,3,1
Achillea arabica,492714,14,5,9,3
Adonis palaestina,492716,8,1,1,1
Aeluropus lagopoides,492718,7,2,7,1
Alcea acaulis,492722,2,3,6,1
Alkanna strigosa,492724,3,3,4,1
Allium daninianum,492733,1,2,2,1
Alyssum baumgartnerianum,492734,8,1,1,1
Anthemis pseudocotula,492745,3,1,1,1
Aristolochia bottae,492752,8,2,2,1
Astragalus cretaceus,492756,20,1,1,1
Astragalus palaestinus,492759,3,1,1,1
Astragalus sanctus,492760,17,1,1,1
Atraphaxis spinosa,492765,18,1,1,1
Bergia ammannioides,492771,11,1,2,1
Bolanthus hirsutus,492775,20,1,1,1
Bryonia syriaca,492777,10,1,2,1
Campanula hierosolymitana,492783,1,1,1,1
Capparis zoharyi,492786,1,15,100,2
Cardopatium corymbosum,492787,12,2,2,1
Carduus argentatus,492788,1,4,4,1
Carlina curetum,492790,13,1,1,1
Carlina libanotica,492791,5,1,3,1
Carthamus tenuis,492792,1,7,8,2
Cephalaria joppensis,492797,1,3,3,1
Chiliadenus iphionoides,492800,13,1,1,1
Convolvulus dorycnium,492813,10,2,2,1
Convolvulus pentapetaloides,492815,2,2,2,1
Crambe orientalis,492818,1,2,2,2
Cruciata articulata,492823,2,2,2,1
Cynara syriaca,492828,1,1,1,1
Dianthus pendulus,492834,15,1,3,1
Echium judaeum,492838,1,14,31,1
Echium glomeratum,492839,1,7,13,1
Eryngium glomeratum,492846,9,1,1,1
Galium rivale,492859,4,4,4,1
Gypsophila capillaris,492862,5,4,7,1
Hedypnois rhagadioloides,492864,2,12,16,8
Helianthemum syriacum,492865,1,5,5,2
Helichrysum sanguineum,492866,1,8,20,1
Heliotropium rotundifolium,492867,14,1,1,1
Hypecoum dimidiatum,492874,3,1,1,1
Hypericum triquetrifolium,492875,5,7,18,2
Iris palaestina,492883,7,1,1,1
Lactuca tuberosa,492889,1,1,1,1
Lathyrus blepharicarpos,492892,4,3,3,1
Lathyrus cassius,492893,13,1,1,1
Lomelosia palaestina,492906,13,3,3,2
Lotus glinoides,492907,6,4,11,1
Lotus halophilus,492908,16,1,1,1
Lotus longisiliquosus,492909,2,4,5,2
Malvella sherardiana,492912,1,2,3,2
Micromeria nervosa,492918,1,2,3,1
Nigella ciliaris,492921,16,1,2,1
Ochthodium aegyptiacum,492925,17,1,1,1
Ononis pubescens,492929,8,6,6,1
Onopordum cynarocephalum,492932,10,2,2,1
Orchis galilaea,492937,2,5,24,1
Orchis punctulata,492939,1,4,6,1
Ornithogalum cuspidatum,492948,5,3,4,1
Pentatropis nivalis,492958,8,3,3,2
Pimpinella cretica,492967,20,1,1,1
Prangos ferulacea,492970,15,2,2,1
Pterocephalus brevis,492971,5,1,1,1
Ranunculus constantinopolitanus,492972,10,2,3,1
Ranunculus millefolius,492973,2,4,5,1
Ranunculus scandicinus,492975,16,1,2,1
Raphanus rostratus,492976,3,5,11,1
Ricotia lunaria,492981,2,3,3,1
Salvia viridis,493015,3,4,6,4
Scandix stellata,493019,7,2,2,1
Scrophularia xanthoglossa,493024,1,5,6,2
Scutellaria brevibracteata,493025,1,2,3,1
Securigera parviflora,493026,3,1,1,1
Seetzenia lanata,493028,9,1,1,1
Sideritis pullulans,493032,9,1,1,1
Silene aegyptiaca,493033,6,4,5,1
Stachys neurocalycina,493042,1,1,1,1
Symphytum brachycalyx,493050,2,5,6,1
Teucrium capitatum,493054,1,3,3,1
Thesium humile,493059,1,2,3,3
Tordylium carmeli,493063,9,1,1,1
Trigonella berythea,493073,16,2,2,1
Valantia hispida,493078,11,1,1,1
Valerianella vesicaria,493081,3,2,2,2
Verbascum caesareum,493084,5,1,1,1
Vicia palaestina,493093,2,7,10,1
Ziziphora tenuior,493097,15,3,3,2
Zygophyllum album,493099,18,1,1,1
Lupinus gussoneanus,493110,6,1,1,1
Persicaria posumbu,493198,3,5,4,2
Clinopodium nepeta,493202,9,2,2,2
Epacris reclinata,493270,2,5,11,1
Grevillea acanthifolia,493271,7,7,7,1
Olearia glandulosa,493351,15,1,1,1
Cistanche violacea,493440,20,1,1,1
Scutellaria indica,493441,2,11,18,3
Searsia laevigata,493489,4,10,19,3
Petrophile pulchella,493494,10,3,3,1
Orobanche coerulescens,493496,3,6,4,4
Glossoloma ichthyoderma,493582,16,1,1,1
Euphorbia pekinensis,493603,7,1,2,1
Rhynchostylis retusa,493624,1,10,11,5
Coelogyne cristata,493634,5,1,1,1
Cymbidium dayanum,493638,1,4,6,2
Habenaria rhodocheila,493640,2,3,2,2
Aechmea caudata,493642,10,1,1,1
Masdevallia nicaraguae,493655,17,1,1,1
Gongora bufonia,493659,10,3,5,1
Dendrobium lindleyi,493667,15,1,1,1
Cattleya lundii,493672,3,2,2,2
Cattleya coccinea,493688,9,4,6,1
Euphorbia granulata,493754,11,2,2,2
Vriesea chapadensis,493883,18,1,3,1
Plocama hymenostephana,493942,7,1,1,1
Dendrobium farmeri,493963,3,2,1,1
Iris rossii,494059,10,1,1,1
Zanthoxylum punctatum,494248,3,1,1,1
Lobelia portoricensis,494253,3,1,1,1
Holcoglossum kimballianum,494261,9,1,1,1
Vanda cristata,494266,5,1,1,1
Convolvulus scammonia,494311,10,1,1,1
Carex hamata,494320,4,1,1,1
Scilla vindobonensis,494328,15,1,1,1
Astragalus laxmannii,494579,1,8,16,3
Macrocarpaea arborescens,494619,12,1,1,1
Macrocarpaea bubops,494626,4,2,2,1
Macrocarpaea glabra,494641,5,1,1,1
Macrocarpaea noctiluca,494666,9,3,3,1
